capture_epoch_index,case_id,source_transaction_id,transaction_class,protected_inner_length,source_kind,source_ref,primary_rn_l,status,slot_status
28,rn-l-0017-16,rn-l-0017-16,READ_LENGTH_STRESS,17,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
29,rn-l-0049-10,rn-l-0049-10,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
30,rn-l-0017-17,rn-l-0017-17,READ_LENGTH_STRESS,17,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
31,rn-l-0243-09,rn-l-0243-09,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
32,rn-l-1574-04,rn-l-1574-04,READ_LENGTH_STRESS,1574,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
33,rn-l-0049-08,rn-l-0049-08,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
34,rn-l-0243-12,rn-l-0243-12,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
35,rn-l-0058-12,rn-l-0058-12,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
36,rn-l-0049-03,rn-l-0049-03,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
37,rn-l-0058-14,rn-l-0058-14,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
38,rn-l-0243-16,rn-l-0243-16,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
39,rn-l-0243-03,rn-l-0243-03,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
40,rn-l-1574-19,rn-l-1574-19,READ_LENGTH_STRESS,1574,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
41,rn-l-0058-02,rn-l-0058-02,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
42,rn-l-0058-04,rn-l-0058-04,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
43,rn-l-0058-08,rn-l-0058-08,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
44,rn-l-0017-08,rn-l-0017-08,READ_LENGTH_STRESS,17,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
45,rn-l-0017-09,rn-l-0017-09,READ_LENGTH_STRESS,17,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
46,rn-l-0017-06,rn-l-0017-06,READ_LENGTH_STRESS,17,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
47,rn-l-0243-14,rn-l-0243-14,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
48,rn-l-0049-17,rn-l-0049-17,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
49,rn-l-0017-11,rn-l-0017-11,READ_LENGTH_STRESS,17,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
50,rn-l-0243-00,rn-l-0243-00,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
51,rn-l-0243-07,rn-l-0243-07,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
52,rn-l-0017-14,rn-l-0017-14,READ_LENGTH_STRESS,17,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
53,rn-l-1574-02,rn-l-1574-02,READ_LENGTH_STRESS,1574,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
54,rn-l-0058-03,rn-l-0058-03,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
55,rn-l-0049-12,rn-l-0049-12,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
56,rn-l-0058-11,rn-l-0058-11,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
57,rn-l-0058-07,rn-l-0058-07,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
58,rn-l-1574-14,rn-l-1574-14,READ_LENGTH_STRESS,1574,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
59,rn-l-0243-02,rn-l-0243-02,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
60,rn-l-0049-02,rn-l-0049-02,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
61,rn-l-0058-16,rn-l-0058-16,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
62,rn-l-0243-04,rn-l-0243-04,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
63,rn-l-0243-01,rn-l-0243-01,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
64,rn-l-0049-18,rn-l-0049-18,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
65,rn-l-0017-19,rn-l-0017-19,READ_LENGTH_STRESS,17,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
66,rn-l-0049-13,rn-l-0049-13,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
67,rn-l-0058-15,rn-l-0058-15,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
68,rn-l-1574-08,rn-l-1574-08,READ_LENGTH_STRESS,1574,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
69,rn-l-0017-00,rn-l-0017-00,READ_LENGTH_STRESS,17,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
70,rn-l-0049-15,rn-l-0049-15,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
71,rn-l-0058-17,rn-l-0058-17,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
72,rn-l-0058-06,rn-l-0058-06,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
73,rn-l-0058-13,rn-l-0058-13,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
74,rn-l-0058-05,rn-l-0058-05,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
75,rn-l-1574-05,rn-l-1574-05,READ_LENGTH_STRESS,1574,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
76,rn-l-0058-00,rn-l-0058-00,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
77,rn-l-0017-03,rn-l-0017-03,READ_LENGTH_STRESS,17,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
78,rn-l-0049-05,rn-l-0049-05,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
79,rn-l-0058-01,rn-l-0058-01,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
80,rn-l-0243-18,rn-l-0243-18,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
81,rn-l-0243-13,rn-l-0243-13,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
82,rn-l-0017-07,rn-l-0017-07,READ_LENGTH_STRESS,17,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
83,rn-l-1574-12,rn-l-1574-12,READ_LENGTH_STRESS,1574,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
84,rn-l-0017-12,rn-l-0017-12,READ_LENGTH_STRESS,17,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
85,rn-l-0243-06,rn-l-0243-06,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
86,rn-l-1574-03,rn-l-1574-03,READ_LENGTH_STRESS,1574,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
87,rn-l-0243-05,rn-l-0243-05,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
88,rn-l-0049-16,rn-l-0049-16,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
89,rn-l-1574-07,rn-l-1574-07,READ_LENGTH_STRESS,1574,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
90,rn-l-0049-00,rn-l-0049-00,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
91,rn-l-0049-04,rn-l-0049-04,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
92,rn-l-0049-09,rn-l-0049-09,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
93,rn-l-0058-10,rn-l-0058-10,READ_LENGTH_STRESS,58,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
94,rn-l-0017-18,rn-l-0017-18,READ_LENGTH_STRESS,17,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
95,rn-l-0049-19,rn-l-0049-19,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
96,rn-l-0243-08,rn-l-0243-08,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
97,rn-l-0049-14,rn-l-0049-14,READ_LENGTH_STRESS,49,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
98,rn-l-0243-15,rn-l-0243-15,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
99,rn-l-0243-10,rn-l-0243-10,READ_LENGTH_STRESS,243,synthetic,deterministic Ethernet/IPv4/TCP fixture,1,success,request:data|ack:data|response:data|tail:data
100,boundary-0000,boundary-0000,READ_BOUNDARY,0,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:cover|tail:data
101,boundary-0001,boundary-0001,READ_BOUNDARY,1,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:data|tail:data
102,boundary-0002,boundary-0002,READ_BOUNDARY,2,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:data|tail:data
103,boundary-0007,boundary-0007,READ_BOUNDARY,7,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:data|tail:data
104,boundary-0015,boundary-0015,READ_BOUNDARY,15,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:data|tail:data
105,boundary-0016,boundary-0016,READ_BOUNDARY,16,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:data|tail:data
106,boundary-0031,boundary-0031,READ_BOUNDARY,31,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:data|tail:data
107,boundary-0063,boundary-0063,READ_BOUNDARY,63,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:data|tail:data
108,boundary-0179,boundary-0179,READ_BOUNDARY,179,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:data|tail:data
109,boundary-0180,boundary-0180,READ_BOUNDARY,180,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:data|tail:data
110,boundary-0181,boundary-0181,READ_BOUNDARY,181,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:data|tail:data
111,boundary-0359,boundary-0359,READ_BOUNDARY,359,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:data|tail:data
112,boundary-0360,boundary-0360,READ_BOUNDARY,360,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:data|tail:data
113,boundary-0361,boundary-0361,READ_BOUNDARY,361,synthetic,deterministic Ethernet/IPv4/TCP fixture,0,success,request:data|ack:data|response:data|tail:data
114,control-arp,control-arp,LINK_CONTROL,60,synthetic-control,arp,0,success,request:data|ack:cover|response:cover|tail:cover
115,control-syn,control-syn,LINK_CONTROL,54,synthetic-control,syn,0,success,request:data|ack:cover|response:cover|tail:cover
116,control-fin,control-fin,LINK_CONTROL,54,synthetic-control,fin,0,success,request:data|ack:cover|response:cover|tail:cover
117,control-rst,control-rst,LINK_CONTROL,54,synthetic-control,rst,0,success,request:data|ack:cover|response:cover|tail:cover
118,control-ack-only,control-ack-only,LINK_CONTROL,54,synthetic-control,ack-only,0,success,request:data|ack:cover|response:cover|tail:cover
119,control-idle,control-idle,LINK_CONTROL,0,synthetic-control,cover-only idle epoch,0,success,request:cover|ack:cover|response:cover|tail:cover
120,sel_read-000,sel_read-000,CAPTURED_SEL_READ,49,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/read.pcap,0,success,request:data|ack:data|response:data|tail:data
121,sel_read-001,sel_read-001,CAPTURED_SEL_READ,49,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/read.pcap,0,success,request:data|ack:data|response:data|tail:data
122,sel_read-002,sel_read-002,CAPTURED_SEL_READ,49,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/read.pcap,0,success,request:data|ack:data|response:data|tail:data
123,sel_read-003,sel_read-003,CAPTURED_SEL_READ,49,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/read.pcap,0,success,request:data|ack:data|response:data|tail:data
124,sel_read-004,sel_read-004,CAPTURED_SEL_READ,49,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/read.pcap,0,success,request:data|ack:data|response:data|tail:data
125,sel_sbo-000,sel_sbo-000,CAPTURED_SEL_SBO,58,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/sbo.pcap,0,success,request:data|ack:data|response:data|tail:data
126,sel_sbo-001,sel_sbo-001,CAPTURED_SEL_SBO,49,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/sbo.pcap,0,success,request:data|ack:data|response:data|tail:data
127,sel_sbo-002,sel_sbo-002,CAPTURED_SEL_SBO,49,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/sbo.pcap,0,success,request:data|ack:data|response:data|tail:data
128,sel_sbo-003,sel_sbo-003,CAPTURED_SEL_SBO,49,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/sbo.pcap,0,success,request:data|ack:data|response:data|tail:data
129,sel_sbo-004,sel_sbo-004,CAPTURED_SEL_SBO,49,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/hw_rrc_joint_20260812T223342Z/captures/sbo.pcap,0,success,request:data|ack:data|response:data|tail:data
130,ion-000,ion-000,CAPTURED_ION,17,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/ion_comparison/dev_cmp.pcap,0,success,request:data|ack:cover|response:data|tail:data
131,ion-001,ion-001,CAPTURED_ION,17,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/ion_comparison/dev_cmp.pcap,0,success,request:data|ack:cover|response:data|tail:cover
132,ion-002,ion-002,CAPTURED_ION,17,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/ion_comparison/dev_cmp.pcap,0,success,request:data|ack:cover|response:data|tail:cover
133,ion-003,ion-003,CAPTURED_ION,17,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/ion_comparison/dev_cmp.pcap,0,success,request:data|ack:cover|response:data|tail:cover
134,ion-004,ion-004,CAPTURED_ION,17,captured,/home/philip/Projects/DNP3-size-probe/defense4/size/native_parity/evidence/ion_comparison/dev_cmp.pcap,0,success,request:data|ack:cover|response:data|tail:cover
135,open-response-projected-000,open-response-projected-000,CAPTURED_OPEN_RESPONSE_ONLY,1855,captured-projection,/home/philip/Projects/DNP3-size-probe/defense4/size/evidence/cover_frame_gate/real_channel/evidence/cap_frag.pcapng response slot only; full transaction retained as overflow case,0,success,request:cover|ack:cover|response:data|tail:cover
136,open-full-overflow-000,open-full-overflow-000,CAPTURED_OPEN_FULL_OVERFLOW,1855,captured-overflow,/home/philip/Projects/DNP3-size-probe/defense4/size/evidence/cover_frame_gate/real_channel/evidence/cap_frag.pcapng full transaction; tail bundle exceeds S3 tail capacity,0,overflow,request:data|ack:data|response:data|tail:overflow
